customer_id,name,email,join_date,age,gender,city,country,loyalty_status,signup_source,customer_type,transaction_id,transaction_date,transaction_amount,product,product_category,quantity,discount,payment_method,purchase_channel
d7385877-3304-45d3-9fa8-767e715a6f96,Brian Greene,lisa83@example.com,2024-02-20,45,Male,West Matthew,Netherlands,Bronze,In-Store,New,70c478a2-366e-4824-9032-3130757c9797,2024-05-05,209.08,family,Fashion,1,0.11,Credit Card,Online
d7385877-3304-45d3-9fa8-767e715a6f96,Brian Greene,lisa83@example.com,2024-02-20,45,Male,West Matthew,Netherlands,Bronze,In-Store,New,0c8d8dab-4695-42d8-875e-e0024aba7773,2025-02-14,308.54,four,Sports,3,0.1,Cash,In-Store
d7385877-3304-45d3-9fa8-767e715a6f96,Brian Greene,lisa83@example.com,2024-02-20,45,Male,West Matthew,Netherlands,Bronze,In-Store,New,cdfb162f-d07f-47e9-a6b6-a06e4b86bbcc,2025-02-02,452.85,number,Books,1,0.19,Credit Card,Online
d7385877-3304-45d3-9fa8-767e715a6f96,Brian Greene,lisa83@example.com,2024-02-20,45,Male,West Matthew,Netherlands,Bronze,In-Store,New,b18ad136-6e49-4d01-b2b6-760de57a45aa,2024-03-08,176.94,say,Home,5,0.05,Debit Card,In-Store
94092d28-6187-4220-a1e8-67889a0a5a8b,Phillip George,johnsonnancy@example.net,2024-01-23,65,Female,Gonzalezburgh,Singapore,Gold,Mobile App,VIP,a5ac5ff6-0010-4e54-9299-4ca92f7b0a33,2024-02-20,482.48,already,Electronics,5,0.07,Cash,In-Store
94092d28-6187-4220-a1e8-67889a0a5a8b,Phillip George,johnsonnancy@example.net,2024-01-23,65,Female,Gonzalezburgh,Singapore,Gold,Mobile App,VIP,eb66b260-1553-42db-8210-d1b898623ada,2025-02-16,110.47,church,Electronics,5,0.09,Cash,Online
94092d28-6187-4220-a1e8-67889a0a5a8b,Phillip George,johnsonnancy@example.net,2024-01-23,65,Female,Gonzalezburgh,Singapore,Gold,Mobile App,VIP,34e098a8-0d32-469a-bca8-8ff558c6a85a,2024-06-18,15.02,nation,Books,1,0.22,PayPal,In-Store
94092d28-6187-4220-a1e8-67889a0a5a8b,Phillip George,johnsonnancy@example.net,2024-01-23,65,Female,Gonzalezburgh,Singapore,Gold,Mobile App,VIP,9a8bd33a-e50c-470f-93eb-2f595ff53106,2024-09-13,436.14,challenge,Books,4,0.08,PayPal,Online
94092d28-6187-4220-a1e8-67889a0a5a8b,Phillip George,johnsonnancy@example.net,2024-01-23,65,Female,Gonzalezburgh,Singapore,Gold,Mobile App,VIP,68b2de43-337b-4dc4-823c-e0c74dc63a53,2025-02-01,458.17,sign,Electronics,1,0.18,Debit Card,In-Store
94092d28-6187-4220-a1e8-67889a0a5a8b,Phillip George,johnsonnancy@example.net,2024-01-23,65,Female,Gonzalezburgh,Singapore,Gold,Mobile App,VIP,f0d95609-279e-43e0-aa8e-eea55bd1365e,2024-08-10,255.3,character,Fashion,3,0.1,Credit Card,In-Store
77000eba-bc23-4c28-aa13-6be4d6738024,Tristan Farmer,caitlynwilliams@example.com,2023-05-09,39,Female,Meltonton,Latvia,Silver,Mobile App,New,68e8f19d-dc39-4f66-afa8-1ce45efe0f8f,2024-12-08,180.22,glass,Sports,5,0.07,Cash,In-Store
77592dd2-568e-414a-a362-2a8faddc57f3,Erica Thompson,davidanderson@example.com,2024-01-22,34,Female,Woodsbury,Norway,Platinum,Mobile App,New,ee3a1baa-b9d7-45b2-8a87-a77f95bed80f,2025-02-28,203.45,site,Home,1,0.01,Credit Card,Online
77592dd2-568e-414a-a362-2a8faddc57f3,Erica Thompson,davidanderson@example.com,2024-01-22,34,Female,Woodsbury,Norway,Platinum,Mobile App,New,19d5c307-db62-433f-91e2-e72e54302746,2024-05-02,132.12,include,Home,1,0.22,Credit Card,Online
77592dd2-568e-414a-a362-2a8faddc57f3,Erica Thompson,davidanderson@example.com,2024-01-22,34,Female,Woodsbury,Norway,Platinum,Mobile App,New,9f611d81-b2ed-4855-b3fa-75c14ef04cc5,2024-09-10,70.11,else,Home,1,0.29,Debit Card,Online
77592dd2-568e-414a-a362-2a8faddc57f3,Erica Thompson,davidanderson@example.com,2024-01-22,34,Female,Woodsbury,Norway,Platinum,Mobile App,New,54483593-c03c-4620-a052-248129631eb5,2024-05-15,396.54,surface,Books,1,0.3,PayPal,Online
77592dd2-568e-414a-a362-2a8faddc57f3,Erica Thompson,davidanderson@example.com,2024-01-22,34,Female,Woodsbury,Norway,Platinum,Mobile App,New,3e4228d7-e8ae-4441-b784-d2bd80560d83,2025-02-26,212.65,collection,Electronics,1,0.15,Cash,Online
77592dd2-568e-414a-a362-2a8faddc57f3,Erica Thompson,davidanderson@example.com,2024-01-22,34,Female,Woodsbury,Norway,Platinum,Mobile App,New,adfc31ea-16f0-4bac-b95f-8dc75a3a16c7,2024-03-25,213.61,hope,Sports,3,0.18,Debit Card,In-Store
7b142721-d128-4122-948b-ebf4517d16c7,Andrew George,brandi61@example.com,2025-02-02,74,Female,Jaredmouth,Bouvet Island (Bouvetoya),Bronze,Website,VIP,3669236d-0f79-40d6-82c5-c13fc44c32dd,2025-02-07,264.31,address,Fashion,4,0.02,Credit Card,In-Store
7b142721-d128-4122-948b-ebf4517d16c7,Andrew George,brandi61@example.com,2025-02-02,74,Female,Jaredmouth,Bouvet Island (Bouvetoya),Bronze,Website,VIP,bf0409fc-2a46-4593-9f41-6c255710aeaf,2025-02-26,430.32,these,Sports,3,0.26,Cash,Online
7782a6a8-c661-415a-a7a1-83fa11536e67,Jorge Miller,thompsonmichael@example.net,2023-04-07,18,Male,Nicholsfort,Zimbabwe,Silver,In-Store,Returning,7927abc1-4eee-4926-9459-7d86a41e37e3,2024-03-11,450.75,make,Books,1,0.11,Debit Card,Online
7782a6a8-c661-415a-a7a1-83fa11536e67,Jorge Miller,thompsonmichael@example.net,2023-04-07,18,Male,Nicholsfort,Zimbabwe,Silver,In-Store,Returning,a47843c2-e470-452b-a706-a1fd389524da,2024-05-21,468.17,ahead,Home,1,0.01,PayPal,In-Store
7782a6a8-c661-415a-a7a1-83fa11536e67,Jorge Miller,thompsonmichael@example.net,2023-04-07,18,Male,Nicholsfort,Zimbabwe,Silver,In-Store,Returning,031c1045-9659-43c3-a7d7-2d86beca8218,2023-08-24,380.04,himself,Electronics,2,0.08,Debit Card,Online
0745b7a3-e164-40af-8fa8-f905a3d56f70,Stephen Ryan,alvarezkevin@example.org,2023-12-14,62,Male,East Laurieview,Palau,Bronze,In-Store,VIP,38696a88-19e3-46bc-a75f-af467c37def0,2024-08-24,29.58,wish,Electronics,5,0.3,Cash,Online
0745b7a3-e164-40af-8fa8-f905a3d56f70,Stephen Ryan,alvarezkevin@example.org,2023-12-14,62,Male,East Laurieview,Palau,Bronze,In-Store,VIP,4bf712b6-cdb8-4c7d-ab46-3b3e79c3f9b6,2024-05-31,316.28,card,Home,3,0.09,Debit Card,In-Store
0745b7a3-e164-40af-8fa8-f905a3d56f70,Stephen Ryan,alvarezkevin@example.org,2023-12-14,62,Male,East Laurieview,Palau,Bronze,In-Store,VIP,66ac7974-b4ca-4022-8955-f913e12a3372,2024-07-23,21.19,remain,Books,2,0.15,Credit Card,Online
4bd56604-351d-4e6d-9181-944b536ba6c1,Karen Ingram,xbautista@example.com,2023-11-17,70,Other,Stephenbury,Saudi Arabia,Platinum,In-Store,VIP,b51c6cff-7e22-4a97-8e97-cdb069e26ea3,2023-12-18,213.12,whose,Books,3,0.25,Cash,Online
4bd56604-351d-4e6d-9181-944b536ba6c1,Karen Ingram,xbautista@example.com,2023-11-17,70,Other,Stephenbury,Saudi Arabia,Platinum,In-Store,VIP,27d87934-a35b-4da0-8c0c-1f3800d8c596,2024-12-18,375.85,fast,Books,3,0.09,PayPal,In-Store
4bd56604-351d-4e6d-9181-944b536ba6c1,Karen Ingram,xbautista@example.com,2023-11-17,70,Other,Stephenbury,Saudi Arabia,Platinum,In-Store,VIP,9aef8fcf-ac04-45dc-99b6-72f7f8a1245d,2024-10-25,146.35,statement,Sports,3,0.06,Credit Card,Online
4bd56604-351d-4e6d-9181-944b536ba6c1,Karen Ingram,xbautista@example.com,2023-11-17,70,Other,Stephenbury,Saudi Arabia,Platinum,In-Store,VIP,dfa277ce-fed6-4d78-ac1a-d9a60ee482e8,2025-02-01,99.74,media,Fashion,1,0.0,Debit Card,In-Store
4bd56604-351d-4e6d-9181-944b536ba6c1,Karen Ingram,xbautista@example.com,2023-11-17,70,Other,Stephenbury,Saudi Arabia,Platinum,In-Store,VIP,22105a29-cd30-4b23-86d1-1c9a07a6078e,2024-10-16,261.52,yet,Sports,4,0.02,Cash,Online
4bd56604-351d-4e6d-9181-944b536ba6c1,Karen Ingram,xbautista@example.com,2023-11-17,70,Other,Stephenbury,Saudi Arabia,Platinum,In-Store,VIP,c6e31dac-ec80-4b26-b642-44ac3a918f3c,2023-12-23,62.68,evening,Home,2,0.22,PayPal,In-Store
4bd56604-351d-4e6d-9181-944b536ba6c1,Karen Ingram,xbautista@example.com,2023-11-17,70,Other,Stephenbury,Saudi Arabia,Platinum,In-Store,VIP,b958cfbe-9104-4d4a-b0d9-909f76b5d3ac,2025-01-03,74.52,task,Sports,1,0.03,Debit Card,In-Store
4bd56604-351d-4e6d-9181-944b536ba6c1,Karen Ingram,xbautista@example.com,2023-11-17,70,Other,Stephenbury,Saudi Arabia,Platinum,In-Store,VIP,962c5347-c1a1-4a4b-83c6-6e590541aae2,2025-02-13,329.44,plan,Home,4,0.16,Cash,In-Store
f6710ef7-eaa5-44a7-846b-0eb17c0c2491,Bill Walker,patriciachapman@example.com,2023-10-27,76,Male,Lake Eileen,Dominican Republic,Silver,Website,New,80a696b7-5957-40bf-b680-240ef56e1330,2024-05-01,211.72,ability,Books,1,0.05,PayPal,In-Store
f6710ef7-eaa5-44a7-846b-0eb17c0c2491,Bill Walker,patriciachapman@example.com,2023-10-27,76,Male,Lake Eileen,Dominican Republic,Silver,Website,New,a58a8467-9dab-490d-ace0-1116a735e00e,2024-06-19,454.93,network,Home,1,0.13,Cash,Online
f6710ef7-eaa5-44a7-846b-0eb17c0c2491,Bill Walker,patriciachapman@example.com,2023-10-27,76,Male,Lake Eileen,Dominican Republic,Silver,Website,New,f3c9375c-50ea-4e0b-81f9-1a8ab1288e0d,2024-03-22,470.86,letter,Home,3,0.29,PayPal,Online
f6710ef7-eaa5-44a7-846b-0eb17c0c2491,Bill Walker,patriciachapman@example.com,2023-10-27,76,Male,Lake Eileen,Dominican Republic,Silver,Website,New,807b7272-702f-45a0-9ae8-a84dc4ce26d2,2024-01-05,438.42,personal,Fashion,1,0.22,Credit Card,Online
f6710ef7-eaa5-44a7-846b-0eb17c0c2491,Bill Walker,patriciachapman@example.com,2023-10-27,76,Male,Lake Eileen,Dominican Republic,Silver,Website,New,a3efc2ed-5dac-4408-8ec2-42208162f29d,2024-12-20,366.41,budget,Electronics,4,0.27,Cash,In-Store
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,cb6c156d-880e-4031-979d-d28d78de278b,2025-01-01,161.95,daughter,Home,1,0.29,PayPal,Online
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,39ac6c68-2d1e-407e-9180-c6ec9a3fcd76,2024-11-28,330.53,age,Books,4,0.12,PayPal,In-Store
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,44d1e5f3-efe5-4cf3-9f9a-d1f6a273de98,2024-12-27,389.83,dream,Home,3,0.24,Credit Card,In-Store
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,10114ed8-b0b9-424f-94ec-6109f3369e39,2024-12-23,308.97,above,Fashion,4,0.03,Debit Card,Online
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,c0562ca4-9162-4380-b9ab-b749983422a7,2024-12-22,361.37,what,Electronics,2,0.23,PayPal,Online
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,23225877-920f-4a83-98d2-b6df8c004870,2025-01-01,241.74,support,Fashion,4,0.25,Cash,In-Store
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,150f2b57-baf6-411c-a479-181704ed93f8,2024-12-19,30.55,figure,Books,3,0.09,Cash,In-Store
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,6bf7ff62-05ac-4cf8-8150-82f219cb902e,2025-02-11,486.92,fear,Home,2,0.07,Debit Card,Online
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,f9a724a0-c798-431e-8048-73e3d7bc734f,2025-02-14,42.69,task,Electronics,1,0.18,Cash,Online
ac64dc2e-a8ff-4c4f-8e89-e75d6d82c849,Brittany Miller,troydunn@example.org,2024-11-27,37,Female,West Christine,Brazil,Bronze,In-Store,VIP,e55cdb2f-6ba9-4a63-a4d3-4e625d675fd7,2025-02-22,14.1,compare,Home,4,0.06,Credit Card,Online
217da44f-b845-4a36-b098-371d8d7c8835,Raymond Bates,richardcabrera@example.org,2024-07-20,62,Female,Veronicaton,Sweden,Silver,Mobile App,VIP,3d9645dd-e9e8-485c-b2e7-824e7993dea3,2024-12-04,427.44,single,Sports,4,0.01,Debit Card,In-Store
217da44f-b845-4a36-b098-371d8d7c8835,Raymond Bates,richardcabrera@example.org,2024-07-20,62,Female,Veronicaton,Sweden,Silver,Mobile App,VIP,10a2998e-474b-4857-b4a6-69a38978fe53,2024-11-08,220.16,suggest,Home,2,0.01,Cash,Online
217da44f-b845-4a36-b098-371d8d7c8835,Raymond Bates,richardcabrera@example.org,2024-07-20,62,Female,Veronicaton,Sweden,Silver,Mobile App,VIP,4bc4ba5b-34ac-4b9a-9ad1-fb87b1932d04,2024-07-20,283.24,table,Fashion,5,0.12,Debit Card,Online
217da44f-b845-4a36-b098-371d8d7c8835,Raymond Bates,richardcabrera@example.org,2024-07-20,62,Female,Veronicaton,Sweden,Silver,Mobile App,VIP,abbcb325-26dd-4dda-a6ec-2aed96fac49d,2024-11-06,460.48,same,Books,4,0.22,Debit Card,In-Store
217da44f-b845-4a36-b098-371d8d7c8835,Raymond Bates,richardcabrera@example.org,2024-07-20,62,Female,Veronicaton,Sweden,Silver,Mobile App,VIP,ba313152-57e5-4779-b510-ba0f28f86d4e,2024-08-02,227.77,once,Fashion,4,0.01,Cash,Online
217da44f-b845-4a36-b098-371d8d7c8835,Raymond Bates,richardcabrera@example.org,2024-07-20,62,Female,Veronicaton,Sweden,Silver,Mobile App,VIP,9a9e314c-00b7-4795-abc1-c7f823583834,2024-09-23,463.19,life,Fashion,4,0.06,PayPal,Online
217da44f-b845-4a36-b098-371d8d7c8835,Raymond Bates,richardcabrera@example.org,2024-07-20,62,Female,Veronicaton,Sweden,Silver,Mobile App,VIP,2f83e326-0067-4d43-835f-9516b590df0a,2024-08-31,293.4,crime,Sports,4,0.27,Cash,Online
217da44f-b845-4a36-b098-371d8d7c8835,Raymond Bates,richardcabrera@example.org,2024-07-20,62,Female,Veronicaton,Sweden,Silver,Mobile App,VIP,c91ecceb-246e-4b03-b972-52e987160ba5,2025-03-05,135.17,most,Fashion,2,0.22,Cash,In-Store
fed87c05-eff1-4a96-bcda-f25af17375f2,Christopher Henderson,rwilliams@example.org,2025-01-17,54,Female,Christopherside,United States Minor Outlying Islands,Bronze,Website,New,18269cc9-2999-49fe-8760-2e67928c0045,2025-01-24,99.73,memory,Home,1,0.27,Cash,In-Store
fed87c05-eff1-4a96-bcda-f25af17375f2,Christopher Henderson,rwilliams@example.org,2025-01-17,54,Female,Christopherside,United States Minor Outlying Islands,Bronze,Website,New,3f1a705a-bdb5-42b6-833c-8ee0ddaf561a,2025-02-14,235.26,great,Electronics,3,0.22,PayPal,Online
fed87c05-eff1-4a96-bcda-f25af17375f2,Christopher Henderson,rwilliams@example.org,2025-01-17,54,Female,Christopherside,United States Minor Outlying Islands,Bronze,Website,New,ceb5225a-a575-4976-98b0-71f34bcf22ba,2025-02-25,295.29,act,Sports,4,0.05,Credit Card,In-Store
fed87c05-eff1-4a96-bcda-f25af17375f2,Christopher Henderson,rwilliams@example.org,2025-01-17,54,Female,Christopherside,United States Minor Outlying Islands,Bronze,Website,New,c91cecad-2cdb-441c-a354-889ac6760d9b,2025-03-03,381.8,nature,Electronics,5,0.23,Cash,In-Store
fed87c05-eff1-4a96-bcda-f25af17375f2,Christopher Henderson,rwilliams@example.org,2025-01-17,54,Female,Christopherside,United States Minor Outlying Islands,Bronze,Website,New,b891fbea-dc42-49d8-9cf6-2dbb1a4d9751,2025-02-26,404.73,maybe,Books,4,0.02,Cash,Online
fed87c05-eff1-4a96-bcda-f25af17375f2,Christopher Henderson,rwilliams@example.org,2025-01-17,54,Female,Christopherside,United States Minor Outlying Islands,Bronze,Website,New,e334c6c1-88ac-4d16-8799-089d09a3c1db,2025-02-12,158.02,partner,Fashion,3,0.23,Debit Card,In-Store
98186243-988e-4faf-ac03-c44dddc4dce0,Monica Cooper,angelasmith@example.org,2024-09-23,42,Male,Lake Hannahborough,Djibouti,Bronze,Mobile App,New,ec1e4cb9-3c1d-4e10-8847-13f8ddc259bf,2024-10-08,450.37,green,Books,5,0.24,Credit Card,Online
98186243-988e-4faf-ac03-c44dddc4dce0,Monica Cooper,angelasmith@example.org,2024-09-23,42,Male,Lake Hannahborough,Djibouti,Bronze,Mobile App,New,d23688da-144b-44c9-96a3-c7a480cc8575,2024-11-22,149.38,professor,Electronics,1,0.02,PayPal,Online
876bf8d1-6177-4bd6-9930-34ce993d5d5f,Rebecca Williams,brownmary@example.net,2024-10-09,30,Female,Morseview,Indonesia,Gold,Website,VIP,4a33ccc6-0e4c-4449-82ee-c5b5aa5614cf,2024-11-27,117.76,either,Home,4,0.07,Debit Card,In-Store
876bf8d1-6177-4bd6-9930-34ce993d5d5f,Rebecca Williams,brownmary@example.net,2024-10-09,30,Female,Morseview,Indonesia,Gold,Website,VIP,628c77ab-6fcd-45eb-8f01-c9bfe850e8a6,2024-10-21,41.37,can,Fashion,2,0.18,Cash,In-Store
876bf8d1-6177-4bd6-9930-34ce993d5d5f,Rebecca Williams,brownmary@example.net,2024-10-09,30,Female,Morseview,Indonesia,Gold,Website,VIP,9731ec4a-b3bf-421a-a012-a9a5a3b24d6b,2024-11-26,472.25,matter,Books,1,0.08,Debit Card,Online
876bf8d1-6177-4bd6-9930-34ce993d5d5f,Rebecca Williams,brownmary@example.net,2024-10-09,30,Female,Morseview,Indonesia,Gold,Website,VIP,d003c4ef-9f61-4a7c-93b8-aa624e79b794,2024-12-21,28.41,collection,Books,5,0.11,Debit Card,Online
876bf8d1-6177-4bd6-9930-34ce993d5d5f,Rebecca Williams,brownmary@example.net,2024-10-09,30,Female,Morseview,Indonesia,Gold,Website,VIP,345bbb34-73db-456e-9b27-82981f318f45,2025-01-05,456.6,should,Electronics,3,0.01,PayPal,In-Store
876bf8d1-6177-4bd6-9930-34ce993d5d5f,Rebecca Williams,brownmary@example.net,2024-10-09,30,Female,Morseview,Indonesia,Gold,Website,VIP,5a9496ff-d743-4523-9b2a-f2ad737373bf,2025-02-25,274.71,term,Books,2,0.24,Credit Card,In-Store
876bf8d1-6177-4bd6-9930-34ce993d5d5f,Rebecca Williams,brownmary@example.net,2024-10-09,30,Female,Morseview,Indonesia,Gold,Website,VIP,12ba4d1c-1945-4ce3-bc01-e2d356c715c0,2024-11-05,16.03,former,Home,5,0.02,PayPal,In-Store
876bf8d1-6177-4bd6-9930-34ce993d5d5f,Rebecca Williams,brownmary@example.net,2024-10-09,30,Female,Morseview,Indonesia,Gold,Website,VIP,1bdc9fed-8393-4829-9641-cac1ef733385,2025-02-01,474.18,event,Books,2,0.09,Debit Card,Online
214e87a7-244e-45ac-9ded-fbd805ad63ce,Jody Gilmore,davisjacqueline@example.com,2023-06-23,61,Other,Kyliebury,Hungary,Silver,Mobile App,VIP,912ee82c-4b92-461b-a5e8-0bb26a1d76a4,2024-05-07,423.2,board,Home,4,0.05,Debit Card,In-Store
214e87a7-244e-45ac-9ded-fbd805ad63ce,Jody Gilmore,davisjacqueline@example.com,2023-06-23,61,Other,Kyliebury,Hungary,Silver,Mobile App,VIP,4047629f-9839-4645-a4bd-4ebbbe92db1c,2024-06-15,167.48,just,Books,5,0.18,Credit Card,Online
04c2fa70-e291-4924-a2cd-92dd56084e3f,Lawrence Miller,lbrown@example.org,2024-11-21,24,Other,Fergusonhaven,Saint Martin,Bronze,Mobile App,New,a21ac2ea-a7df-43c5-b388-d909a560857f,2024-12-12,252.26,establish,Books,5,0.18,Credit Card,Online
04c2fa70-e291-4924-a2cd-92dd56084e3f,Lawrence Miller,lbrown@example.org,2024-11-21,24,Other,Fergusonhaven,Saint Martin,Bronze,Mobile App,New,8a060c42-fb72-4c3c-9f42-cc195388ce98,2024-12-02,102.47,read,Sports,2,0.07,Credit Card,Online
